"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin","folds"
"1859",1858,496,1,"8/19/2014","CMU",2014,9,"Excellent",37,"V","Cly/Slt",2,28,72,15,70,"percent_cover",0,0,0,70,0,0,0,70,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6958.892817,10929.57617,806.7849731,58483.60156,4413.120117,748947.073,4867902.557,0,0.7,0,3
"1860",1859,496,1,"8/19/2014","CMU",2014,10,"Excellent",40,"V","Cly/Slt",5,40,60,10,80,"percent_cover",0,0,0,60,0,0,0,60,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6958.476578,11786.37109,794.2000122,62085.19922,4455.939941,748959.1887,4867896.784,0,0.6,0,3
"1861",1860,496,2,"7/2/2013","OSU",2013,3,"Excellent",0,"Dry","Sand",3,90,10,1,30,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6969.087483,7652.419922,892.315979,41177.89844,4643.490234,748881.6623,4867925.237,0,0,0,3
"1862",1861,496,2,"7/2/2013","OSU",2013,4,"Excellent",0,"Dry","Sand",5,77,23,1,30,"percent_cover",0,3,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6969.3958,7652.419922,892.315979,41177.89844,4643.490234,748888.3196,4867921.372,0,0,0,3
"1863",1862,496,2,"7/2/2013","OSU",2013,5,"Excellent",0,"Dry","Sand",2,74,26,30,85,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6968.483338,7652.419922,892.315979,41177.89844,4643.490234,748893.6935,4867919.572,0,0,0,3
"1864",1863,496,2,"7/2/2013","OSU",2013,6,"Excellent",0,"Dry","Sand",3,87,13,7,100,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6967.130407,8496.674805,878.5629883,45509.89844,4693.290039,748904.707,4867915.314,0,0,0,3
"1865",1864,496,2,"7/2/2013","OSU",2013,7,"Excellent",0,"Dry","Sand",6,85,15,17,100,"percent_cover",0,12,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6962.325437,8496.674805,878.5629883,45509.89844,4693.290039,748919.3426,4867913.083,0,0.01,0,3
"1866",1865,496,2,"7/2/2013","OSU",2013,8,"Excellent",3,"V","Sand",3,50,50,25,100,"percent_cover",0,8,0,25,0,0,0,25,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6963.883933,10929.57617,806.7849731,58483.60156,4413.120117,748932.9399,4867904.251,0,0.25,0,3
"1867",1866,496,2,"7/2/2013","OSU",2013,9,"Excellent",5,"V","Sand",2,55,45,40,100,"percent_cover",0,0,0,35,0,0,0,35,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6962.237628,10929.57617,806.7849731,58483.60156,4413.120117,748945.4956,4867899.606,0,0.35,0,3
"1868",1867,496,2,"7/2/2013","OSU",2013,10,"Excellent",7,"V","Sand",2,55,45,25,100,"percent_cover",0,0,0,25,0,0,0,25,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6958.470326,11786.37109,794.2000122,62085.19922,4455.939941,748960.0082,4867896.37,0,0.25,0,3
"1869",1868,496,2,"7/26/2012","CMU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,73,27,70,30,"percent_cover",0,5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6995.075258,7892.71582,961.2319946,42216.39844,5378.740234,748880.8205,4867896.286,0,0,0,3
"1870",1869,496,2,"7/26/2012","CMU",2012,3,"Excellent",0,"Dry","Cly/Slt",0,85,15,5,95,"percent_cover",0,5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6993.487466,8104.418945,996.2219849,43493.69922,5517.709961,748894.2843,4867891.008,0,0,0,3
"1871",1870,496,2,"7/26/2012","CMU",2012,4,"Excellent",0,"Dry","Cly/Slt",0,60,40,5,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6992.370022,8104.418945,996.2219849,43493.69922,5517.709961,748896.5322,4867891.093,0,0,0,3
"1872",1871,496,2,"7/26/2012","CMU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,73,27,7,100,"percent_cover",0,20,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6987.192738,8104.418945,996.2219849,43493.69922,5517.709961,748913.5295,4867888.061,0,0.01,0,3
"1873",1872,496,2,"7/26/2012","CMU",2012,6,"Excellent",1,"V","Cly/Slt",0,69,31,6,100,"percent_cover",0,10,0,15,0,0,0,15,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6989.642725,10021.41016,910.6779785,53989.60156,4956.589844,748923.1471,4867880.302,0,0.15,0,3
"1874",1873,496,2,"7/26/2012","CMU",2012,7,"Excellent",4,"V","Cly/Slt",0,77,23,15,100,"percent_cover",0,0,0,15,0,0,0,15,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6988.380319,10021.41016,910.6779785,53989.60156,4956.589844,748932.5216,4867876.873,0,0.15,0,3
"1875",1874,496,2,"7/26/2012","CMU",2012,8,"Excellent",4,"V","Cly/Slt",0,70,30,8,100,"percent_cover",0,0,0,30,0,0,0,30,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6988.454747,10021.41016,910.6779785,53989.60156,4956.589844,748941.2153,4867872.305,0,0.3,0,3
"1876",1875,496,2,"7/26/2012","CMU",2012,9,"Excellent",0,"Dry","Cly/Slt",0,4,96,7,100,"percent_cover",0,0,0,95,0,0,0,95,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6987.800716,10021.41016,910.6779785,53989.60156,4956.589844,748947.9916,4867869.557,0,0.95,0,3
"1877",1876,496,2,"7/26/2012","CMU",2012,10,"Excellent",5,"V","Cly/Slt",0,85,15,4,100,"percent_cover",0,0,0,15,0,0,0,15,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6988.440173,13293.91113,1102.349976,70829.89844,7101.459961,748953.7575,4867865.88,0,0.15,0,3
"1878",1877,496,2,"8/14/2014","CMU",2014,1,"Excellent",8,"V","Sand",2,0,100,0,10,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7086.116157,7838.227539,1894.709961,40845.39844,11750.2002,748907.6308,4867779.724,0,0,0,3
"1879",1878,496,2,"8/14/2014","CMU",2014,2,"Excellent",10,"V","Sand",1,70,30,0,30,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7082.194132,9597.5,2056.780029,50724.60156,12927.09961,748918.6925,4867778.471,0,0,0,3
"1880",1879,496,2,"8/14/2014","CMU",2014,3,"Excellent",14,"V","Sand",1,80,20,0,5,"percent_cover",0,3,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7078.729263,9597.5,2056.780029,50724.60156,12927.09961,748925.5928,4867778.842,0,0,0,3
"1881",1880,496,2,"8/14/2014","CMU",2014,4,"Excellent",15,"V","Sand",2,80,20,1,5,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7072.054396,9295.710938,1862.719971,49222.60156,11455.90039,748936.4531,4867780.807,0,0,0,3
"1882",1881,496,2,"8/14/2014","CMU",2014,6,"Excellent",27,"V","Sand",4,45,55,3,25,"percent_cover",0,0,0,40,0,0,0,40,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7057.241519,13573.22656,1592.640015,72432.60156,10383.09961,748953.2741,4867788.892,0,0.4,0,3
"1883",1882,496,2,"8/14/2014","CMU",2014,7,"Excellent",32,"V","Sand",4,25,75,10,80,"percent_cover",0,0,0,70,0,0,0,70,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7050.82772,13573.22656,1592.640015,72432.60156,10383.09961,748966.9309,4867789.182,0,0.7,0,3
"1884",1883,496,2,"8/14/2014","CMU",2014,8,"Excellent",38,"V","Cly/Slt",4,35,65,15,100,"percent_cover",0,0,0,60,0,0,0,60,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7048.929041,13573.22656,1592.640015,72432.60156,10383.09961,748972.0942,4867788.709,0,0.6,0,3
"1885",1884,496,2,"8/14/2014","CMU",2014,9,"Excellent",48,"V","Cly/Slt",2,34,66,1,80,"percent_cover",0,0,0,60,0,0,0,60,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7045.067947,16009.16113,1668.930054,83953.29688,11488.2998,748977.419,4867790.355,0,0.6,0,3
"1886",1885,496,2,"8/14/2014","CMU",2014,10,"Excellent",55,"V","Cly/Slt",1,30,70,2,10,"percent_cover",0,0,0,50,0,0,0,50,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,100,48,36,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7042.794521,16009.16113,1668.930054,83953.29688,11488.2998,748985.0242,4867789.084,0,0.5,0,3
"1887",1886,496,3,"8/19/2014","CMU",2014,1,"Excellent",5,"V","Sand",2,5,95,0,50,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7142.453529,12262.90234,1925.26001,65475.69922,12462.2998,748937.8358,4867701.219,0,0,0,3
"1888",1887,496,3,"8/19/2014","CMU",2014,2,"Excellent",8,"V","Sand",2,65,35,0,5,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7133.656977,12262.90234,1925.26001,65475.69922,12462.2998,748949.5043,4867705.217,0,0,0,3
"1889",1888,496,3,"8/19/2014","CMU",2014,3,"Excellent",14,"V","Sand",2,50,50,1,5,"percent_cover",0,5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7132.86103,12262.90234,1925.26001,65475.69922,12462.2998,748950.1257,4867705.796,0,0,0,3
"1890",1889,496,3,"8/19/2014","CMU",2014,4,"Excellent",15,"V","Cly/Slt",2,65,35,0,15,"percent_cover",0,6,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7126.316577,12262.90234,1925.26001,65475.69922,12462.2998,748958.3669,4867708.998,0,0,0,3
"1891",1890,496,3,"8/19/2014","CMU",2014,5,"Excellent",18,"V","Cly/Slt",2,35,65,1,25,"percent_cover",0,5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7119.240425,15970.23047,1702.839966,84347.60156,11626.09961,748965.0284,4867713.586,0,0,0,3
"1892",1891,496,3,"8/19/2014","CMU",2014,6,"Excellent",28,"V","Cly/Slt",3,80,20,2,30,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7107.127887,15821.66406,1664.069946,83506,11352.2998,748983.6817,4867717.846,0,0,0,3
"1893",1892,496,3,"8/19/2014","CMU",2014,12,"Excellent",85,"NV","Cly/Slt",5,0,100,0,0,"percent_cover",0,0,0,60,0,0,0,60,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7037.731907,16887.87695,1718.050049,88028.29688,11956.40039,749096.2037,4867740.207,0,0.6,0,3
"1894",1893,496,3,"8/19/2014","CMU",2014,13,"Excellent",96,"NV","Cly/Slt",3,10,90,0,0,"percent_cover",0,0,0,60,0,0,0,60,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7037.736891,16887.87695,1718.050049,88028.29688,11956.40039,749097.2683,4867739.691,0,0.6,0,3
"1895",1894,496,3,"8/19/2014","CMU",2014,14,"Excellent",103,"NV","Sand",0,40,60,0,0,"percent_cover",0,0,0,40,0,0,0,40,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,86,46,117,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,7034.602199,16887.87695,1718.050049,88028.29688,11956.40039,749100.9832,4867741.388,0,0.4,0,3
